央视频道,#genre#
中国教育1,http://hiliu.myds.me:18088/rtp/239.69.1.110:10298
中国教育1,http://laopo995mz.gicp.net:88/rtp/239.69.1.110:10298
中国教育2,http://bk.myds.me:8899/rtp/239.69.1.183:10734
中国教育2,http://hiliu.myds.me:18088/rtp/239.69.1.183:10734
中国教育2,http://laopo995mz.gicp.net:88/rtp/239.69.1.183:10734
中国教育4,http://bk.myds.me:8899/rtp/239.69.1.175:10686
中国教育4,http://hiliu.myds.me:18088/rtp/239.69.1.175:10686
中国教育4,http://laopo995mz.gicp.net:88/rtp/239.69.1.175:10686
CGTN,http://bk.myds.me:8899/rtp/239.254.96.175:9124
CGTN,http://bk.myds.me:8899/rtp/239.254.96.7:8016
CGTN,http://hiliu.myds.me:18088/rtp/239.254.96.175:9124
CGTN,http://hiliu.myds.me:18088/rtp/239.254.96.7:8016
CGTN,http://laopo995mz.gicp.net:88/rtp/239.254.96.175:9124
CGTN,http://laopo995mz.gicp.net:88/rtp/239.254.96.7:8016
CGTN法语,http://bk.myds.me:8899/rtp/239.69.1.235:11052
CGTN法语,http://hiliu.myds.me:18088/rtp/239.69.1.235:11052
CGTN法语,http://laopo995mz.gicp.net:88/rtp/239.69.1.235:11052
CGTN俄语,http://bk.myds.me:8899/rtp/239.69.1.222:10974
CGTN俄语,http://hiliu.myds.me:18088/rtp/239.69.1.222:10974
CGTN俄语,http://laopo995mz.gicp.net:88/rtp/239.69.1.222:10974
CGTN阿语,http://bk.myds.me:8899/rtp/239.69.1.221:10968
CGTN阿语,http://hiliu.myds.me:18088/rtp/239.69.1.221:10968
CGTN阿语,http://laopo995mz.gicp.net:88/rtp/239.69.1.221:10968
